"Clade","Type","Gene","Isolate","Redundancy","Potential_Pseudogene_Ref","Species","Methodology","Genbank","Genbank_link","Host_Phylum","Host_Class","Host_Order","Host_Family","Host_Genus","Host_Species","Host_Sci_Name","AphiaID","Environment","Ocean","Country","StateRegion","SubRegion","Locale","Latitude","Longitude","Coordinate_Precision","Min_Depth","Max_Depth","Start_Year_Collect","End_Year_Collect","Ref","Reference","Ref_link"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site A",-23.444703,151.914355,200,0,2,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site C",-23.433464,151.944804,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-23",16.7473,-169.5093167,100,2,4,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-1AP",16.7860333,-169.4618333,100,15,20,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JA-HIMB3",16.7429333,-169.5378167,100,3,7,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-22",16.7643,-169.5255833,100,10,15,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-1AP",16.7860333,-169.4618333,100,15,20,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","meandrina","Pocillopora meandrina",206964,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JA-HIMB3",16.7429333,-169.5378167,100,3,7,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42 (type 2)","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_AY765402","http://www.ncbi.nlm.nih.gov/nuccore/AY765402","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","meandrina","Pocillopora meandrina",206964,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-22",16.7643,-169.5255833,100,10,15,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","One Tree Island","Site J",-23.497859,152.060235,200,0,4,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","One Tree Island","Site F",-23.490371,152.075065,200,0,4,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site I",-23.485794,152.066226,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site H",-23.482469,152.074103,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site A",-23.444703,151.914355,200,0,0,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","Clus12","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site C",-23.433464,151.944804,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42a","ITS2","N_A","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C42a","ITS2","N_A","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Lae",7.411501,98.451796,3500,6,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C42a","ITS2","N_A","Same_as_C42 (type 1)","N_A","N_A","DGGE","same_as_FJ529656","http://www.ncbi.nlm.nih.gov/nuccore/FJ529656","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","Thailand","Phuket","Similan Islands","Similan",8.344871,97.381451,4500,2,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C42b","ITS2","N_A","N_A","N_A","N_A","N_A","AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.",206938,"in hospite","Pacific","N_A","Western Pacific","N_A","N_A",13,150,5000000,0.5,0.5,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","One Tree Island","Site J",-23.497859,152.060235,200,0,4,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","One Tree Island","Site F",-23.490371,152.075065,200,0,4,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site I",-23.485794,152.066226,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site H",-23.482469,152.074103,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site A",-23.444703,151.914355,200,0,0,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","Clus12","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Site C",-23.433464,151.944804,200,12,15,2001,2001,"Stat_2008_Coral_Reefs_27_763","Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.","http://www.springerlink.com/content/30u066wp65p4t3w5/"
"C","C42b","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Stylophora","pistillata","Stylophora pistillata",206982,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Tenements II",-23.43305,151.9292667,50,3,5,2004,2005,"Sampayo_2007_Mol_Ecol_16_3721","Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.","http://www3.interscience.wiley.com/journal/117989757/abstract"
"C","C42b","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Stylophora","pistillata","Stylophora pistillata",206982,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","Tenements II",-23.43305,151.9292667,50,9,11,2004,2005,"Sampayo_2007_Mol_Ecol_16_3721","Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.","http://www3.interscience.wiley.com/journal/117989757/abstract"
"C","C42b","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AY765403","http://www.ncbi.nlm.nih.gov/nuccore/AY765403","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Stylophora","pistillata","Stylophora pistillata",206982,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","4th Point",-23.43185,151.9888333,50,3,5,2004,2005,"Sampayo_2007_Mol_Ecol_16_3721","Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.","http://www3.interscience.wiley.com/journal/117989757/abstract"
"C","C43","ITS2","N_A","N_A","N_A","N_A","N_A","AY589749","http://www.ncbi.nlm.nih.gov/nuccore/AY589749","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","sp.","Porites sp.",206485,"in hospite","Caribbean","N_A","Eastern Caribbean","N_A","N_A",15,-61,325000,15,15,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
"C","C44","ITS2","N_A","N_A","N_A","N_A","N_A","AY589750","http://www.ncbi.nlm.nih.gov/nuccore/AY589750","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","divaricata","Porites divaricata",411268,"in hospite","Caribbean","N_A","Northern Caribbean","N_A","N_A",19,-75,1000000,4,15,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
"C","C44a","ITS2","N_A","N_A","N_A","N_A","N_A","AY589751","http://www.ncbi.nlm.nih.gov/nuccore/AY589751","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","divaricata","Porites divaricata",411268,"in hospite","Caribbean","N_A","Northern Caribbean","N_A","N_A",19,-75,1000000,4,15,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JA-HIMB3",16.7429333,-169.5378167,100,3,7,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-23",16.7473,-169.5093167,100,2,4,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis",206953,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-1AP",16.7860333,-169.4618333,100,15,20,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-22",16.7643,-169.5255833,100,10,15,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-1AP",16.7860333,-169.4618333,100,15,20,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","meandrina","Pocillopora meandrina",206964,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JA-HIMB3",16.7429333,-169.5378167,100,3,7,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45","ITS2","N_A","same_as_C1c_C1c.C45","NO_Stat_2009_MEPS_386_83","N_A","cloning","same_as_EU449103","http://www.ncbi.nlm.nih.gov/nuccore/EU449103","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","meandrina","Pocillopora meandrina",206964,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JOH-22",16.7643,-169.5255833,100,10,15,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45.3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","cloning","FJ461522","http://www.ncbi.nlm.nih.gov/nuccore/FJ461522","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora","eydouxi","Pocillopora eydouxi",206958,"in hospite","Pacific","United States","Central Pacific","Johnston Atoll","JA-HIMB3",16.7429333,-169.5378167,100,3,7,2006,2006,"Stat_2009_MEPS_386_83","Stat M, Pochon X, Cowie ROM, Gates RD (2009) Specificity in communities of Symbiodinium in corals from Johnston Atoll. Marine Ecology Progress Series 386, 83-96.","http://www.int-res.com/abstracts/meps/v386/p83-96/"
"C","C45a","ITS2","N_A","N_A","N_A","N_A","N_A","AY765404","http://www.ncbi.nlm.nih.gov/nuccore/AY765404","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","porites","Porites porites",207238,"in hospite","Caribbean","N_A","Central Caribbean","N_A","N_A",15,-74,1000000,4,5,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
"C","C46","ITS2","N_A","N_A","N_A","N_A","N_A","EU449108","http://www.ncbi.nlm.nih.gov/nuccore/EU449108","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","sp.","Siderastrea sp.",204291,"in hospite","Caribbean","N_A","Central Caribbean","N_A","N_A",15,-74,1000000,4,5,"N_A","N_A","LaJeunesse_2005_Mol_Biol_Evol_22_570","LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.","http://mbe.oxfordjournals.org/cgi/reprint/22/3/570"
